"Id","Name","AccountNumber","Type","Industry","Ownership","Rating","ParentId","OwnerId","CreatedDate","LastModifiedDate","Phone","Website","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","AnnualRevenue","NumberOfEmployees","Description"
"001V500000O8UBDIA3","Shellpoint Mortgage Servicing","","Prospect","","","","","005V5000006tDZ3IAM","2025-06-26T17:46:04.000Z","2026-05-01T16:19:05.000Z","1-800-365-7107","https://www.shellpointmtg.com/","","Grenville","SC","29601","","","5000",""
"001V500000OCozMIAT","Crosscountry Mortgage","","Prospect","","","","","005V5000006tDZ3IAM","2025-06-27T20:09:23.000Z","2026-05-02T10:23:13.000Z","","https://crosscountrymortgage.com","2160 Superior Avenue","Cleveland","OH","44114","United States","","",""
"001V500000OIy1cIAD","Coinbase","","","","","","","005V5000001gAGSIA2","2025-06-30T18:23:46.000Z","2026-04-30T09:05:58.000Z","+1 888-908-7930","coinbase.com","430 California Street","San Francisco","California","94104","United States","","6008","Coinbase Global, Inc. operates a cryptocurrency exchange platform that allows users to buy, sell, and store various cryptocurrencies, including Bitcoin, Ethereum, and Litecoin. The company also provides a range of other cryptocurrency-related services and products."
"001V500000Ol5ZaIAJ","Select Health","","Prospect","Health Insurance","","","001V500000OlDDlIAN","005V5000006tDZ3IAM","2025-07-09T14:56:31.000Z","2026-04-29T11:03:41.000Z","+1 800-538-5038","selecthealth.org","5381 S Green St","Murray","Utah","84123","United States","","1576","SelectHealth is a not-for-profit health insurance organization that offers a variety of health insurance plans, including Medicare Advantage, dental, and vision plans. The company also provides wellness programs, member services, and health education."
"001V500000OlDDlIAN","Intermountain Health","","Prospect","Healthcare Provider","","","","005V5000006tDZ3IAM","2025-07-09T14:51:56.000Z","2026-05-04T08:32:09.000Z","801-442-2000","intermountainhealthcare.org","36s State Street","Salt Lake City","UT","84111","United States","","33502","Intermountain Healthcare is a non-profit health system providing a comprehensive range of medical services, including hospitals, clinics, telehealth, homecare, and specialty care, with a focus on improving the health of the communities they serve."
"001V500000PCkYYIA1","Whakarongorau NZ Telehealth Services","","","Healthcare Provider","","","","005V5000002ZZTFIA4","2025-07-17T23:11:05.000Z","2026-05-03T09:32:17.000Z","+64 27 242 9987","https://whakarongorau.nz/telehealth-services","","","","","","","",""
"001V500000PXeA2IAL","Stamford Health","","Prospect","","","","","005V5000001gAGSIA2","2025-07-24T15:39:49.000Z","2026-05-03T09:32:11.000Z","+1 203-276-1000","stamfordhealth.org","1 Hospital Plaza PO Box 9317","Stamford","Connecticut","06904","United States","","2443","Stamford Hospital provides a wide range of healthcare services, including inpatient and outpatient care, surgical services, emergency care, diagnostic imaging, maternity services, cancer care, cardiology, orthopedics, neurology, and rehabilitation services."
"001V500000PgdJXIAZ","Wells Fargo (Alvaria)","","Customer","Div Financial Services","","","001V500000U2DxZIAV","005V5000001gAGQIA2","2025-07-28T17:28:46.000Z","2026-05-04T08:32:09.000Z","(866) 249-3302","www.wellsfargo.com","420 Montgomery Street","San Francisco","CA","94104","United States","","","Wells Fargo & Company is a diversified, community-based financial services company. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through locations, ATMs, the internet, and mobile banking, and has offices in 42 countries and territories to support customers who conduct business in the global economy."
"001V500000QKhGRIA1","Aviva Canada","","","","","","","005V5000004XWIAIA4","2025-08-12T18:19:02.000Z","2026-05-04T08:32:11.000Z","","","","","","","","","",""
"001V500000QKmhSIAT","Illumifin","","","","","","","005V5000004XWIAIA4","2025-08-12T18:18:01.000Z","2026-05-04T08:32:07.000Z","","","","","","","","","",""
"001V500000QQST7IAP","Startek","","Prospect","Other","","","","005V5000004XWIAIA4","2025-08-14T15:15:25.000Z","2026-05-03T09:32:13.000Z","+1 303-262-4500","startek.com","4610 S Ulster St","Denver","Colorado","80237","United States","","19907","StarTek is a global provider of business process outsourcing services, offering a comprehensive suite of customer experience management, technical support, and sales support solutions across various industries."
"001V500000QSqWvIAL","Equitable Holdings","","Prospect","","","","","005V5000004XWIAIA4","2025-08-15T14:15:18.000Z","2026-04-28T13:37:49.000Z","+1 212-554-1234","equitableholdings.com","1290 Avenue of the Americas,","New York City","New York","10104","United States","","8500","Equitable Holdings, Inc. offers life insurance, retirement planning, investment management, and employee benefits, focusing on wealth management, financial planning, and asset protection for individuals and businesses."
"001V500000QetbZIAR","JetBlue Airlines","","","","","","","005V5000001gAGSIA2","2025-08-20T18:51:24.000Z","2026-05-02T10:23:13.000Z","","","","","","","","","",""
"001V500000QhYltIAF","Independence Pet Group","","","","","","","005V5000006tDZ3IAM","2025-08-21T15:41:21.000Z","2026-05-01T16:19:11.000Z","","","","","","","","","",""
"001V500000QuRwEIAV","MDS Communications","","Prospect","Other","","","","005V5000004XWIAIA4","2025-08-26T19:06:11.000Z","2026-04-30T03:31:55.000Z","+1 480-752-8140","mdscom.com","545 W Juanita Ave","Mesa","Arizona","85210","United States","","302","MDS provides a complete array of telephone fundraising services for non-profit and political organizations. Outstanding results, unparalleled quality, reasonable prices and attentive customer service have led many of the nation's largest and most respected non-profit and political organizations to partner with MDS Communications."
"001V500000RGv9IIAT","Workhuman","","","","","","","005V5000002ZZTFIA4","2025-09-04T08:34:46.000Z","2026-05-04T08:32:13.000Z","+353 86 029 3518","https://workhuman.com","","","","","","","",""
"001V500000RQo04IAD","Ricoh","","Prospect","Other","","","","005V5000004XWIAIA4","2025-09-08T16:06:03.000Z","2026-05-04T08:32:11.000Z","+1 610-296-8000","ricoh-usa.com","300 Eagleview Blvd","Exton","Pennsylvania","19341","United States","","19000","Ricoh Americas is a leading provider of document management solutions, IT services, and communication systems, offering a wide range of printers, copiers, scanners, and other office equipment to meet the evolving needs of businesses."
"001V500000RRUH4IAP","The AA","","","","","","","005V5000002ZZTFIA4","2025-09-08T21:01:44.000Z","2026-04-28T13:37:51.000Z","+44 345 607 6727","theaa.com","20 21 South William Street","Dublin","Leinster","D02","Ireland","","7449","The AA is a British motoring association that offers roadside assistance, insurance services, driving lessons, vehicle inspections, travel guides, car loans, vehicle maintenance, route planning, and motoring advice to its members."
"001V500000RRXBgIAP","Pinnacle Service Families","","","","","","","005V5000002ZZTFIA4","2025-09-08T20:30:52.000Z","2026-04-28T13:37:51.000Z","+44 800 031 8628","pinnacleservicefamilies.co.uk","Whitehall","London","England","SW1A 2HB","United Kingdom","","1000","Pinnacle Service Families is proud to deliver National Accommodation Management Services (NAMS) for 49,000 Service Family Accommodation (SFA) homes as part of the Future Defence Infrastructure Services (FDIS) programme on behalf of the Defence Infrastructure Organisation (DIO).

We place community and customers at the heart of everything we do and each day our teams work towards our purpose of transforming communities, changing lives. We have built our service to enable the Pinnacle team to deliver for customers, and will use all of our expertise to give Service families the best possible experience in their home."
"001V500000RRgy6IAD","Bet365","","","","","","","005V5000002ZZTFIA4","2025-09-08T21:02:46.000Z","2026-05-01T16:19:11.000Z","+44 800 028 8365","bet365.com","Stoke-on-Trent","Stoke-on-Trent","England","ST1 5SZ","United Kingdom","","6600","Bet365 is a leading online gambling company that offers a wide range of betting services, including sports betting, casino games, poker, bingo, and live streaming, along with in-play betting, virtual sports, esports betting, and financial betting through its mobile app."
"001V500000RRhhFIAT","Bupa","","","","","","","005V5000002ZZTFIA4","2025-09-08T20:44:40.000Z","2026-05-04T08:32:07.000Z","+44 1707 274435","bupa.com","1 Angel Court","London","England","EC2R 7HJ","United Kingdom","","30320","BUPA (British United Provident Association) offers a wide range of healthcare services, including health insurance, medical and dental services, mental health support, care homes, health coaching, and digital health solutions, as well as health assessments and wellbeing services."
"001V500000S32UzIAJ","Kids Help Phone","","","","","","","005V5000003MZBtIAO","2025-09-22T20:21:12.000Z","2026-04-29T11:03:43.000Z","+1 416-586-0651","kidshelpphone.ca","439 University Ave., Suite 300","Toronto","Ontario","M5G 1Y8","Canada","","200","Kids Help Phone (KHP) is Canada’s Unlock The Hope Youth Charity. We’re the first and only free, 24/7, multilingual and confidential e-mental health service offering young people from coast to coast to coast support and a non-judgmental space to Feel Out Loud through phone, text and online resources. 

Since 1989, we’ve been the empowering, trusted changemaker that helps give kids’ feelings a place to go through unparalleled e-mental health solutions and equity programs. With accelerating innovation in our DNA, KHP unlocks the hope young people need to thrive in their world, no matter where life takes them.  

KHP is also a global leader and an accredited charity in Canada. Caring individuals, donors, educators, volunteers, partners, governments and more help us deliver a personalized well-being experience for all youth to let their feelings out.  

Together, we’re addressing the mental health crisis with courage, collaboration, innovation, resilience and trust.  

To help transform Canada’s e-mental health landscape and join the Feel Out Loud movement, you can visit KidsHelpPhone.ca.  

If you’re seeking wellness support, you can contact KHP any time, day or night. Text 686868. Call 1-800-668-6868. Visit KidsHelpPhone.ca. For urgent help in cases of immediate danger, you can contact 911 or the emergency / community services nearest your area right away."
"001V500000S3ASYIA3","SupplyHouse","","","","","","","005V5000003MZBtIAO","2025-09-22T21:25:16.000Z","2026-05-03T09:32:13.000Z","+1 888-757-4774","supplyhouse.com","130 Spagnoli Rd","Melville","New York","11747","United States","","500","A leading online distributor of plumbing, heating, and HVAC supplies since 2004, SupplyHouse is a rapidly-growing e-commerce company that offers products from top manufacturers at the lowest possible prices. We are headquartered in Melville, NY, with locations in Columbus, OH; Cranbury, NJ; Reno, NV; and Farmers Branch, TX.  

All SupplyHouse employees, regardless of team or location, work together to serve our customers. We pride ourselves on fostering a dynamic culture where we encourage all ideas and listen to our customers to help consistently improve our business. Our growing team is made up of nearly 1,000 diverse and self-motivated individuals who innovate and collaborate every day.  

At SupplyHouse we’re dedicated to maintaining a supportive work environment that celebrates diversity, embraces inclusivity, and empowers everyone to reach their full potential. Our core values form the basis for our unique culture and impact on every decision we make. 

Our core values form the basis for our unique culture and impact every decision we make.  

Our Core Values: 
1. Generosity  
2. Respect  
3. Innovation  
4. Teamwork  
5. Grit  

To learn more about our company and team, visit www.SupplyHouse.com/our-company"
"001V500000SPFjjIAH","Proctor Loan Protector","","Prospect","","","","","005V5000001ceLdIAI","2025-09-30T19:28:58.000Z","2026-04-28T13:37:51.000Z","","","","","","","","","",""
"001V500000SpRSgIAN","Signify Health","","","Government","","","","005V5000003MZBtIAO","2025-10-03T18:34:01.000Z","2026-04-28T13:37:51.000Z","+1 972-715-3800","signifyhealth.com","4055 Valley View Ln Suite 400","Dallas","Texas","75244","United States","","3526","Signify Health provides innovative healthcare solutions, including home health assessments, advanced illness management, palliative care, transitional care, and technology solutions, with a focus on social determinants of health and value-based care."
"001V500000TPALWIA5","Global Atlantic Financial Group","","","","","","","005V5000003MZBtIAO","2025-10-07T16:49:46.000Z","2026-05-02T10:23:09.000Z","+1 866-645-2449","globalatlantic.com","30 Hudson Yards, 500 West 33rd Street","New York City","New York","10001","United States","","1499","Global Atlantic Financial Group offers life insurance, annuities, wealth management, retirement solutions, and financial planning services to individuals, families, and businesses."
"001V500000TXrKzIAL","Nagarro","","","","","","","005V5000001gAAjIAM","2025-10-09T15:10:53.000Z","2026-05-03T09:32:11.000Z","","","","","","","","","",""
"001V500000U2DxZIAV","Wells Fargo","","Customer","Div Financial Services","","","","005V5000001gAGQIA2","2025-10-17T16:14:33.000Z","2026-05-04T08:32:09.000Z","(866) 249-3302","www.wellsfargo.com","420 Montgomery Street","San Francisco","CA","94104","United States","","",""
"001V500000UE3cnIAD","Catalyst Brands","","Prospect","Retail","","","","005V5000006tDZ3IAM","2025-10-21T14:38:10.000Z","2026-05-03T09:32:17.000Z","","https://www.catalystbrands.com/","","","","","","","",""
"001V500000UEKGzIAP","Sanford Health","","Prospect","Healthcare Provider","","","","005V5000006tDZ3IAM","2025-10-21T14:35:17.000Z","2026-05-04T08:32:05.000Z","(877) 629-2999","https://www.sanfordhealth.org/","","","","","","","",""
"001V500000UMScLIAX","Montu","","","","","","","005V5000003MZBtIAO","2025-10-22T21:33:33.000Z","2026-05-02T10:23:09.000Z","+61 1800 844 920","montu.com.au","Schaperstraße 18","Melbourne","Victoria","3002","Australia","","529","Montu is Australia's leading health tech business revolutionising the alternative health landscape. Montu has built an integrated ecosystem, which streamlines the experience for patients end-to-end, and sets new standards. The company is committed to improve the lives of millions of patients."
"001V500000UMUe9IAH","The NRMA","","","","","","","005V5000003MZBtIAO","2025-10-22T21:54:02.000Z","2026-05-04T08:32:09.000Z","+61 2 8741 6000","mynrma.com.au","9A York Street","Sydney","New South Wales","2000","Australia","","1860",""
"001V500000UMVK8IAP","Victoria Legal Aid","","","Government","","","","005V5000003MZBtIAO","2025-10-22T21:41:00.000Z","2026-04-28T13:37:49.000Z","+61 1300 792 387","legalaid.vic.gov.au","Level 9, 570 Bourke St","Melbourne","Victoria","3000","Australia","","999","We provide free legal information and education to all Victorians, with a focus on prevention and early resolution of legal problems. 

We prioritise more intensive legal services, such as legal advice and representation, for people who meet eligibility criteria, based on their financial situation, the nature and seriousness of their problem and their individual circumstances.

We are committed to providing safe and inclusive legal services and supporting diverse, inclusive and equitable workplaces for all employees.

Victoria Legal Aid acknowledges the traditional Aboriginal owners of country, recognises their continuing connection to land, water and community and pays respect to Elders past and present."
"001V500000UMeK5IAL","Alternaleaf","","","","","","","005V5000003MZBtIAO","2025-10-22T21:28:00.000Z","2026-04-28T13:37:51.000Z","+61 1800 864 878","alternaleaf.com.au","Level 18/1 Nicholson St, East Melbourne VIC,","Melbourne","Victoria","3002","Australia","","412","Alternaleaf is a leader in health tech, providing personalised, alternative healthcare to over 150,000 patients across Australia. Backed by Montu, ranked #1 in LinkedIn’s Top Startups 2024, we’re transforming healthcare through our purpose-built telehealth clinic. Our 150+ Ahpra-listed doctors and nurses deliver compassionate, evidence-based care via a state-of-the-art online platform, with consultations starting at just $59.

With over 300,000 consultations and a 4.7-star rating from 20,000+ reviews, we prioritise positive patient outcomes. Accessible from anywhere in Australia, Alternaleaf is your trusted partner for alternative healthcare. Start your journey today with a quick 30-second pre-screening."
"001V500000UMfmRIAT","Australian Unity","","","","","","","005V5000003MZBtIAO","2025-10-22T21:32:37.000Z","2026-04-30T09:05:58.000Z","+61 132939","australianunity.com.au","271 Spring St","Melbourne","Victoria","3000","Australia","","7500","Australian Unity provides health insurance, aged care, retirement living, home care, dental care, financial services, investment management, banking, wealth management, and property management solutions."
"001V500000UMkhFIAT","Amplar Health","","","Government","","","","005V5000003MZBtIAO","2025-10-22T21:49:36.000Z","2026-05-03T09:32:15.000Z","+61 7 3307 9444","amplarhealth.com.au","L 11 259 George St.","Sydney","New South Wales","2000","Australia","","1000","Amplar Health is a group of health service providers delivering care across Australia. At Amplar Health, we’re focused on improving healthcare experiences and providing greater access, choice and control for people in Australia to manage their health.

We co-create and tailor health solutions with government, businesses and not-for-profits to deliver on our vision of the best health and wellbeing for Australians.

We’ve been providing a range of health care services for over 30 years, so when you work with Amplar Health, you get a seasoned health partner.

We have over 1000 employees that deliver our health services including nurses, general practitioners, mental health professionals, and allied health professionals. Find out more about what a career with us looks like here: https://www.linkedin.com/company/medibank/life/9bc10029-6fc1-4cb4-a82e-fb50ea95bf98/

Amplar Health is a business of Medibank Health Solutions Pty Limited ACN 078 934 791, with health services delivered by Amplar Home Health Pty Ltd ACN 008 193 100, Amplar Allied Health (a business of HealthStrong Pty Ltd ACN 155 277 919), and Amplar Virtual Health (a business of Medibank Health Solutions Telehealth Pty Ltd ACN 069 396 792), and CareComplete programs delivered by Amplar Preventative Health (a business of Integrated Care Services Pty Ltd ACN 059 950 695). We are part of the Medibank group."
"001V500000Ud0jfIAB","BD","","Prospect","","","","","005V5000006tDZ3IAM","2025-10-27T15:26:43.000Z","2026-05-02T10:23:14.000Z","","","","","","","","","",""
"001V500000UhsjpIAB","Kaiser Permanente","","","","","","","005V5000001gA6oIAE","2025-10-28T17:13:57.000Z","2026-05-04T08:32:11.000Z","","","1515 Vermont","Los Angeles","CA","90027","","","100",""
"001V500000UhvD8IAJ","Simtra BioPharma Solutions","","Prospect","","","","","005V5000001gAGWIA2","2025-10-28T18:39:11.000Z","2026-05-02T10:23:09.000Z","","http://www.simtra.com","","","","","","","","10/28/25: intro call with Johanna Fox at Five9; Johanna has Simtra as a named target account; Frank C would like me to work this with Johanna"
"001V500000UpTDGIA3","Beth Israel Deaconess Medical Center","","Prospect","Healthcare Provider","","","001V500000UpdfZIAR","005V5000001ceLdIAI","2025-10-30T14:20:14.000Z","2026-05-04T08:32:09.000Z","","https://www.bidmc.org/","","","","","","","",""
"001V500000UpdfZIAR","Lahey Health","","Prospect","Healthcare Provider","","","","005V5000001ceLdIAI","2025-10-30T14:19:09.000Z","2026-05-04T08:32:05.000Z","","","","","","","","","",""
"001V500000VENfdIAH","TD","","Prospect","","","","001V5000006b9JUIAY","005V5000001gAGQIA2","2025-11-06T18:30:55.000Z","2026-05-04T08:32:09.000Z","+1 888-751-9000","td.com","1701 Marlton Pike E","Cherry Hill","New Jersey","08003","United States","","100489","Toronto-Dominion Bank (TD Bank) provides a wide range of financial products and services to personal, small business, commercial, and corporate customers in Canada, the United States, and around the world."
"001V500000VIZTmIAP","Rycon Construction","","","","","","","005V5000003MZBtIAO","2025-11-07T21:12:25.000Z","2026-05-04T08:32:07.000Z","+1 800-883-1901","ryconinc.com","2501 Smallman Street","Pittsburgh","Pennsylvania","15222","United States","","584","Rycon Construction provides construction management, general contracting, and design-build services throughout the U.S.  

An ENR Top 400 Contractor, ENR Top Green Contractor and a BD+C Top 150 Contractor with offices in nine cities, Rycon specializes in new construction, renovations, and adaptive reuses.

Rycon’s portfolio consists of projects valued up to $200 million each including work in health care, higher education, industrial/warehouse, commercial, multi-unit residential, retail, financial, self-storage, automotive, governmental, cannabis, and LEED facilities. 

Rycon is an employee-owned company with $1.15 billion of revenue in 2024."
"001V500000VIhr6IAD","Teva Pharmaceuticals","","","Business Services","","","","005V5000003MZBtIAO","2025-11-07T20:32:20.000Z","2026-05-02T10:23:09.000Z","+1 888-838-2872","tevapharm.com","400 Interpace Parkway, #3","Parsippany","New Jersey","07054","United States","","29773","Teva Pharmaceutical Industries, Ltd is a global pharmaceutical company that develops, manufactures, and markets a wide range of generic and specialty medicines, biopharmaceuticals, active pharmaceutical ingredients, and over-the-counter products."
"001V500000VQ1rVIAT","Paylocity","","Prospect","Business Services","","","","005V5000004XWIAIA4","2025-11-10T21:03:53.000Z","2026-05-02T10:23:09.000Z","","","","","","","United States","","",""
"001V500000WBoALIA1","Renewal By Andersen","","Prospect","","","","","005V5000006tDZ3IAM","2025-11-24T21:48:33.000Z","2026-05-03T09:32:11.000Z","","","9900 Jamaica Avenue","South Cottage","MN","55016","","","",""
"001V500000WzlKZIAZ","OSF HealthCare","","","","","","","005V5000003MZBtIAO","2025-12-09T21:58:07.000Z","2026-04-28T13:37:49.000Z","+1 800-421-5700","osfhealthcare.org","124 SW Adams St","Peoria","Illinois","61602","United States","","11235","OSF HealthCare provides a wide range of healthcare services, including hospitals, medical centers, physician practices, urgent care, home health services, senior services, specialty services, and telehealth, as well as health insurance."
"001V500000X1wIMIAZ","SCRAM Systems","","Prospect","Technology","","","","005V5000003n4QZIAY","2025-12-10T16:04:43.000Z","2026-05-04T08:32:09.000Z","","https://www.scramsystems.com/","1241 West Mineral Avenue","Littleton","CO","80120","United States","","800",""
"001V500000XJEInIAP","Onepoint","","","Business Services","","","","005V5000003MZBtIAO","2025-12-15T18:28:43.000Z","2026-04-28T13:37:51.000Z","+33 1 46 94 95 96","groupeonepoint.com","29, rue des Sablons","Paris","Ile-de-France","75116","France","","3801","Onepoint is a consulting and services company specializing in digital transformation, offering a wide range of services including IT consulting, software development, project management, data management, cybersecurity, cloud computing, and innovation."
"001V500000XLPDHIA5","Accurate Background","","","Business Services","","","","005V5000003MZBtIAO","2025-12-15T20:39:10.000Z","2026-05-03T09:32:11.000Z","+1 800-784-3911","accurate.com","200 Spectrum Center Dr","Irvine","California","92618","United States","","1787","Accurate Background offers comprehensive background screening and verification services, including background checks, drug testing, occupational health screening, reference checks, and compliance services for businesses and organizations."
"001V500000XLm1pIAD","Physicians Mutual","","Prospect","Healthcare Provider","","","","005V5000006tDZ3IAM","2025-12-15T20:59:23.000Z","2026-05-04T08:32:07.000Z","+1 800-228-9100","physiciansmutual.com","2600 Dodge Street","Omaha","NE","68131","United States","","719","Provider of various insurance products including Medicare supplement, dental, life, and pre-need funeral insurance, as well as annuities."
"001V500000Xbb7KIAR","Americor","","Prospect","","","","","005V5000006tDZ3IAM","2025-12-19T23:42:33.000Z","2026-05-02T10:23:11.000Z","","","","Irvine","CA","92612","","","",""
"001V500000YerOdIAJ","Travelers","","Prospect","Financial Services","","","","005V5000001ceLdIAI","2026-01-12T16:28:46.000Z","2026-05-04T10:23:38.000Z","","travelers.com","","","","","","","36281",""
"001V500000YkI6QIAV","CDK Global","","Prospect","","","","","005V5000006tDZ3IAM","2026-01-13T20:43:01.000Z","2026-05-04T08:32:09.000Z","+1 847-397-1700","cdkglobal.com","11809 Domain Dr","Austin","Texas","78758","United States","","8050","CDK Global, Inc. provides automotive retail software, automotive websites, automotive CRM, dealer management systems, digital marketing, sales and F&I solutions, inventory management, business intelligence, managed IT services, and document management for automotive retailers and manufacturers."
"001V500000YsNH4IAN","Bill.com","","","","","","","005V5000006tDZ3IAM","2026-01-15T17:09:13.000Z","2026-05-04T08:32:05.000Z","+1 650-621-7700","bill.com","6220 America Center Dr","San Jose","California","95002","United States","","3269","Bill.com offers a cloud-based platform for digital payments, invoicing, accounts payable and receivable automation, expense management, and international payments, helping businesses streamline their financial processes and improve cash flow management."
"001V500000Ysng9IAB","Forex Norge Nuf","","","","","","","005V5000003MZBtIAO","2026-01-15T19:48:16.000Z","2026-04-28T13:37:49.000Z","+47 22 34 44 00","forex.no","Storgata 10A","Oslo","Oslo","0155","Norway","","","FOREX BANK NORGE offers currency exchange, money transfer, travel insurance, prepaid cards, online banking, savings accounts, loans, and investment services for individuals and businesses."
"001V500000YwOkkIAF","Mercer","","Prospect","Health Insurance","","","","005V5000001ceLdIAI","2026-01-16T15:53:36.000Z","2026-05-04T10:23:38.000Z","","","","","","","","","",""
"001V500000ZIMVpIAP","PG&E TSC","","Customer","","","","001V5000006bHXkIAM","005V5000002ZZTEIA4","2026-01-22T20:09:52.000Z","2026-04-28T13:37:49.000Z","","","","","","","","","",""
"001V500000ZSdIWIA1","Aer Lingus","","Prospect","","","","","005V5000002ZZTFIA4","2026-01-26T09:15:07.000Z","2026-05-02T10:23:09.000Z","+353 85 288 4922","https://aerlingus.com","","","","","","","5470",""
"001V500000ZUaTNIA1","Hardcastle Restaurants Pvt. Ltd.","","","","","","","005V5000003MZBtIAO","2026-01-26T20:42:36.000Z","2026-04-28T13:37:49.000Z","+1 630-623-3000","mcdonaldsindia.com","Toronto, Ontario, Canada, M3C 3L4","Toronto","Ontario","M3C 3L4","Canada","","10000","Hardcastle Restaurants Pvt Ltd operates as a fast-food company, offering a variety of burgers, chicken products, french fries, salads, beverages, desserts, breakfast items, Happy Meals, and McCafe products."
"001V500000ZUbpFIAT","Stitch Fix","","","","","","","005V5000003MZBtIAO","2026-01-26T20:40:00.000Z","2026-05-04T08:32:11.000Z","+1 415-882-7765","stitchfix.com","One Montgomery Tower, Suite 1500","San Francisco","California","94104","United States","","4292","Stitch Fix is an online personal styling service that delivers a personalized shopping experience, including clothing, shoes, accessories, and home decor, through a subscription-based model."
"001V500000ZUzBZIA1","Northmarq","","","","","","","005V5000003MZBtIAO","2026-01-26T21:10:21.000Z","2026-05-04T08:32:11.000Z","+1 952-356-0100","northmarq.com","3500 American Blvd W","Minneapolis","Minnesota","55431","United States","","1300","NorthMarq Capital has provided debt and equity to commercial real estate owners."
"001V500000ZcfEBIAZ","UKG","","Prospect","","","","","005V5000006tDZ3IAM","2026-01-28T16:23:41.000Z","2026-05-04T08:32:13.000Z","+1 978-250-9800","ukg.com","2250 North Commerce Parkway","Weston","FL","33326","United States","","16048","UKG, Ultimate Kronos Group, formerly known as Kronos, offers human capital management software and workforce management solutions to help organizations manage their workforce effectively and efficiently."
"001V500000Zvsh6IAB","FirstSource","","Prospect","","","","","005V500000CrD3RIAV","2026-02-02T16:29:11.000Z","2026-05-02T10:23:09.000Z","","","","","","","","","",""
"001V500000Zw4iLIAR","Tata Consultancy Services","","Prospect","","","","","005V500000CrD3RIAV","2026-02-02T17:23:08.000Z","2026-05-04T10:23:38.000Z","","","","","","","","","",""
"001V500000a5e9qIAA","Concora","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-04-28T13:37:49.000Z","+1 877-436-9031","concora.com","13010 Morris Road Building 1 Suite 650","Alpharetta","Georgia","30004","United States","","20","Concora is a SaaS company who helps building product manufacturing companies better engage and serve Architects, Engineers and Contractors."
"001V500000a5e9rIAA","Definity","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-04-28T13:37:49.000Z","+1 519-570-8500","definity.com","13515 N Stemmons Fwy","Dallas","Texas","75234","United States","","25","Definity is a technology company that offers a wide range of IT solutions and services, including cloud computing, cybersecurity, data analytics, software development, and IT consulting, to help businesses optimize their digital operations and security."
"001V500000a5e9sIAA","HealthSnap","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-04-28T13:37:49.000Z","+1 888-780-1872","healthsnap.io","1951 NW 7th Ave, Suite 600","Miami","Florida","33136","United States","","204","HealthSnap is a virtual care management platform for chronic disease management."
"001V500000a5e9tIAA","Heartland Dental","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-05-03T09:32:11.000Z","+1 217-540-5000","heartland.com","1200 Network Centre Dr","Effingham","Illinois","62401","United States","","20000","Heartland Dental, LLC is a leading dental support organization that provides a wide range of services, technology, education, and support to dental professionals and practices, along with career opportunities and partnerships in the dental industry."
"001V500000a5e9uIAA","HonorHealth","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-05-04T08:32:11.000Z","+1 480-882-4000","honorhealth.com","8125 North Hayden Road","Scottsdale","Arizona","85258","United States","","10000","HonorHealth is a non-profit, local community healthcare system serving an area of 1.6 million people in the greater Phoenix area. The organization provides a range of medical services and specialties, including surgical, emergency, cancer, heart, orthopedic, women's, pediatric, and neurological care."
"001V500000a5e9vIAA","Intelerad Medical Systems","","","Government","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-05-03T09:32:11.000Z","+1 514-931-6222","intelerad.com","305 Church at North Hills St","Raleigh","North Carolina","27609","United States","","851","Intelerad is an enterprise workflow and medical image archiving solutions for all types of healthcare organizations."
"001V500000a5e9wIAA","MedWatchers","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-04-28T13:37:49.000Z","+1 866-701-6565","medwatchers.com","12265 El Camino Real; Suite 200","San Diego","California","92130","United States","","100","MedWatchers specializes in offering MTM solutions to improve medication therapy and control healthcare costs."
"001V500000a5e9xIAA","PENNYMAC","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-05-03T09:32:13.000Z","+1 818-224-7442","pennymac.com","3043 Townsgate Road, Suite 200","Westlake Village","California","91361","United States","","4661","PennyMac is a leading national mortgage lender and servicer, providing a range of home loan options and managing a portfolio of loans."
"001V500000a5e9yIAA","Ritter Communications","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-05-02T10:23:14.000Z","+1 888-336-4466","rittercommunications.com","2400 Ritter Drive","Jonesboro","Arkansas","72403","United States","","391","Ritter Communications is a telecommunications company that provides internet and business solutions."
"001V500000a5e9zIAA","Seacoast Bank","","","","","","","005V5000003MZBtIAO","2026-02-04T18:57:34.000Z","2026-05-04T08:32:11.000Z","+1 800-706-9991","seacoastbank.com","815 Colorado Avenue","Stuart","Florida","34994","United States","","1566","Seacoast Bank has succeeded through a clear vision, planned strategic growth, and talented, professional employees."
